lat,lon,municipio,estado,municipio_id,estado_id,numero_dias_sem_chuva,precipitacao,risco_fogo,bioma,frp
-10.38418,-51.89144,CONFRESA,MATO GROSSO,5103353,51,0.0,18.66,0.0,Amazônia,10.3
-6.4668,-35.0088,BAÍA FORMOSA,RIO GRANDE DO NORTE,2401404,24,-999.0,0.0,1.0,Mata Atlântica,104.2
2.1063,-60.2479,CANTÁ,RORAIMA,1400175,14,5.0,0.98,0.12,Amazônia,43.5
2.1064,-60.2289,BONFIM,RORAIMA,1400159,14,5.0,0.79,0.13,Amazônia,39.9
-7.4748,-35.2349,FERREIROS,PERNAMBUCO,2605509,26,13.0,0.0,1.0,Mata Atlântica,84.5
-6.41668,-35.08956,BAÍA FORMOSA,RIO GRANDE DO NORTE,2401404,24,5.0,0.0,0.99,Mata Atlântica,13.4
-6.86256,-34.9325,RIO TINTO,PARAÍBA,2512903,25,-999.0,0.0,0.96,Mata Atlântica,2.7
-6.86336,-34.92812,RIO TINTO,PARAÍBA,2512903,25,-999.0,0.0,0.99,Mata Atlântica,2.7
-6.86768,-34.93793,RIO TINTO,PARAÍBA,2512903,25,-999.0,0.0,1.0,Mata Atlântica,1.7
-6.86846,-34.93362,RIO TINTO,PARAÍBA,2512903,25,-999.0,0.0,1.0,Mata Atlântica,2.7
-6.86925,-34.92929,RIO TINTO,PARAÍBA,2512903,25,-999.0,0.0,0.99,Mata Atlântica,2.7
-7.46906,-35.24365,FERREIROS,PERNAMBUCO,2605509,26,13.0,0.0,1.0,Mata Atlântica,1.8
-6.40982,-35.09318,BAÍA FORMOSA,RIO GRANDE DO NORTE,2401404,24,5.0,0.0,0.92,Mata Atlântica,21.3
-6.41066,-35.0885,BAÍA FORMOSA,RIO GRANDE DO NORTE,2401404,24,5.0,0.0,0.97,Mata Atlântica,21.3
-6.41148,-35.08398,BAÍA FORMOSA,RIO GRANDE DO NORTE,2401404,24,5.0,0.0,0.83,Mata Atlântica,24.6
-6.41228,-35.07954,BAÍA FORMOSA,RIO GRANDE DO NORTE,2401404,24,5.0,0.0,0.67,Mata Atlântica,24.6
-6.41748,-35.08512,BAÍA FORMOSA,RIO GRANDE DO NORTE,2401404,24,5.0,0.0,0.84,Mata Atlântica,13.9
-6.86531,-34.92572,RIO TINTO,PARAÍBA,2512903,25,-999.0,0.0,0.99,Mata Atlântica,0.9
-9.89425,-47.65787,RIO SONO,TOCANTINS,1718758,17,0.0,3.85,0.0,Cerrado,2.8
-6.86875,-34.92625,RIO TINTO,PARAÍBA,2512903,25,-999.0,0.0,0.93,Mata Atlântica,0.9
-8.07311,-34.97724,RECIFE,PERNAMBUCO,2611606,26,-999.0,0.0,-999.0,Mata Atlântica,2.1
-6.3069,-35.22132,GOIANINHA,RIO GRANDE DO NORTE,2404200,24,12.0,0.0,0.93,Mata Atlântica,0.6
-9.88856,-47.65706,RIO SONO,TOCANTINS,1718758,17,0.0,3.98,0.0,Cerrado,1.6
-10.6383,-39.12057,EUCLIDES DA CUNHA,BAHIA,2910701,29,5.0,0.0,0.81,Caatinga,1.3
-5.35965,-39.33025,QUIXERAMOBIM,CEARÁ,2311405,23,6.0,0.15,0.54,Caatinga,0.7
-10.90994,-40.11151,PONTO NOVO,BAHIA,2925253,29,5.0,0.0,0.84,Caatinga,2.8
-10.72703,-37.95238,PARIPIRANGA,BAHIA,2923803,29,0.0,0.0,1.0,Caatinga,0.4
-10.63492,-39.12,EUCLIDES DA CUNHA,BAHIA,2910701,29,5.0,0.0,0.81,Caatinga,1.3
-10.59766,-44.29611,SANTA RITA DE CÁSSIA,BAHIA,2928406,29,3.0,0.3,0.09,Cerrado,2.0
-5.36322,-39.33085,QUIXERAMOBIM,CEARÁ,2311405,23,6.0,0.19,0.53,Caatinga,0.7
-6.73289,-35.26357,CURRAL DE CIMA,PARAÍBA,2505279,25,13.0,0.0,1.0,Caatinga,0.7
-5.3817,-36.81998,ALTO DO RODRIGUES,RIO GRANDE DO NORTE,2400703,24,4.0,0.0,1.0,Caatinga,0.4
-6.86474,-34.92944,RIO TINTO,PARAÍBA,2512903,25,-999.0,0.0,1.0,Mata Atlântica,3.9
-5.33344,-36.78038,ALTO DO RODRIGUES,RIO GRANDE DO NORTE,2400703,24,9.0,0.0,0.99,Caatinga,1.4
-14.67636,-40.30681,POÇÕES,BAHIA,2925105,29,10.0,0.0,0.74,Mata Atlântica,0.5
-14.51326,-43.47765,IUIU,BAHIA,2917334,29,5.0,0.0,0.25,Cerrado,1.0
-13.85487,-43.97919,CARINHANHA,BAHIA,2907103,29,2.0,0.0,0.01,Cerrado,1.3
-13.27833,-45.09772,CORRENTINA,BAHIA,2909307,29,3.0,0.0,0.0,Cerrado,1.1
-12.92497,-45.27893,SÃO DESIDÉRIO,BAHIA,2928901,29,3.0,0.0,0.01,Cerrado,1.3
-12.92409,-45.28371,SÃO DESIDÉRIO,BAHIA,2928901,29,3.0,0.0,0.01,Cerrado,2.9
-12.9204,-45.27805,SÃO DESIDÉRIO,BAHIA,2928901,29,3.0,0.0,0.01,Cerrado,1.6
-12.91952,-45.28282,SÃO DESIDÉRIO,BAHIA,2928901,29,3.0,0.0,0.01,Cerrado,1.8
-12.91582,-45.27716,SÃO DESIDÉRIO,BAHIA,2928901,29,3.0,0.0,0.01,Cerrado,1.6
-12.91494,-45.28194,SÃO DESIDÉRIO,BAHIA,2928901,29,3.0,0.0,0.01,Cerrado,1.8
-12.17441,-45.72547,LUÍS EDUARDO MAGALHÃES,BAHIA,2919553,29,3.0,0.0,0.02,Cerrado,1.1
-18.68006,-40.31479,SÃO MATEUS,ESPÍRITO SANTO,3204906,32,4.0,0.0,0.12,Mata Atlântica,0.4
-18.67947,-40.31846,SÃO MATEUS,ESPÍRITO SANTO,3204906,32,4.0,0.0,0.13,Mata Atlântica,1.0
-18.66097,-40.32652,NOVA VENÉCIA,ESPÍRITO SANTO,3203908,32,4.0,0.0,0.13,Mata Atlântica,2.8
-18.65763,-40.32595,NOVA VENÉCIA,ESPÍRITO SANTO,3203908,32,4.0,0.0,0.13,Mata Atlântica,2.8
-18.04147,-39.92499,MUCURI,BAHIA,2922003,29,4.0,0.0,-999.0,Mata Atlântica,0.8
-12.4952,-47.76852,PARANÃ,TOCANTINS,1716208,17,1.0,0.0,0.02,Cerrado,0.9
-12.48909,-47.77104,PARANÃ,TOCANTINS,1716208,17,1.0,0.0,0.06,Cerrado,1.1
-10.39182,-51.90316,CONFRESA,MATO GROSSO,5103353,51,0.0,19.5,0.0,Amazônia,1.4
-10.38467,-51.90142,CONFRESA,MATO GROSSO,5103353,51,0.0,18.8,0.0,Amazônia,1.3
-12.16965,-45.72449,LUÍS EDUARDO MAGALHÃES,BAHIA,2919553,29,3.0,0.0,0.02,Cerrado,1.6
-11.94434,-41.63695,MULUNGU DO MORRO,BAHIA,2922052,29,8.0,0.0,0.9,Caatinga,1.0
-17.61701,-39.31897,ALCOBAÇA,BAHIA,2900801,29,-999.0,0.0,0.05,Mata Atlântica,0.8
-17.33858,-46.56681,PARACATU,MINAS GERAIS,3147006,31,2.0,0.0,0.0,Cerrado,2.5
-17.30658,-46.43816,JOÃO PINHEIRO,MINAS GERAIS,3136306,31,1.0,0.0,0.0,Cerrado,2.0
-16.35032,-43.69756,CAPITÃO ENÉAS,MINAS GERAIS,3112703,31,3.0,0.0,0.14,Cerrado,1.6
-15.99886,-46.87434,UNAÍ,MINAS GERAIS,3170404,31,1.0,0.0,0.02,Cerrado,0.9
-15.99436,-43.0393,RIACHO DOS MACHADOS,MINAS GERAIS,3154507,31,5.0,0.0,0.37,Cerrado,0.8
-15.46436,-46.04388,ARINOS,MINAS GERAIS,3104502,31,3.0,0.0,0.0,Cerrado,1.3
-14.91901,-46.34552,FORMOSO,MINAS GERAIS,3126208,31,2.0,0.0,0.05,Cerrado,0.9
-14.77426,-46.38371,SÍTIO D'ABADIA,GOIÁS,5220702,52,3.0,0.0,0.05,Cerrado,1.5
-14.67976,-40.3074,POÇÕES,BAHIA,2925105,29,10.0,0.0,0.79,Mata Atlântica,0.4
-17.61759,-39.31535,ALCOBAÇA,BAHIA,2900801,29,-999.0,0.0,0.05,Mata Atlântica,0.7
-20.89189,-43.26392,BRÁS PIRES,MINAS GERAIS,3108701,31,0.0,1.42,0.01,Mata Atlântica,0.8
-22.85552,-42.97919,SÃO GONÇALO,RIO DE JANEIRO,3304904,33,-999.0,3.68,0.19,Mata Atlântica,0.9
-20.41782,-43.55494,OURO PRETO,MINAS GERAIS,3146107,31,1.0,0.63,0.0,Mata Atlântica,0.5
-31.2194,-53.65912,BAGÉ,RIO GRANDE DO SUL,4301602,43,4.0,0.0,0.63,Pampa,2.6
-31.22461,-53.66096,BAGÉ,RIO GRANDE DO SUL,4301602,43,3.0,0.0,0.62,Pampa,2.6
4.94054,-60.36873,UIRAMUTÃ,RORAIMA,1400704,14,8.0,0.0,0.56,Amazônia,2.4
3.05635,-60.146,BONFIM,RORAIMA,1400159,14,13.0,0.0,0.77,Amazônia,4.0
3.05629,-60.13319,BONFIM,RORAIMA,1400159,14,13.0,0.0,0.75,Amazônia,7.6
3.05542,-60.13982,BONFIM,RORAIMA,1400159,14,13.0,0.0,0.76,Amazônia,9.5
3.0554,-60.12704,BONFIM,RORAIMA,1400159,14,12.0,0.0,0.75,Amazônia,7.6
3.05448,-60.13367,BONFIM,RORAIMA,1400159,14,13.0,0.0,0.75,Amazônia,9.5
3.05356,-60.12754,BONFIM,RORAIMA,1400159,14,12.0,0.0,0.75,Amazônia,7.4
3.0513,-60.14662,BONFIM,RORAIMA,1400159,14,13.0,0.0,0.76,Amazônia,4.4
2.95826,-60.18625,BONFIM,RORAIMA,1400159,14,8.0,0.0,0.65,Amazônia,3.9
2.95736,-60.18002,BONFIM,RORAIMA,1400159,14,8.0,0.0,0.65,Amazônia,4.7
2.95672,-60.18864,BONFIM,RORAIMA,1400159,14,8.0,0.0,0.65,Amazônia,4.9
2.95578,-60.18242,BONFIM,RORAIMA,1400159,14,8.0,0.0,0.65,Amazônia,4.9
2.95146,-60.1872,BONFIM,RORAIMA,1400159,14,8.0,0.0,0.49,Amazônia,3.9
2.95054,-60.18088,BONFIM,RORAIMA,1400159,14,8.0,0.0,0.45,Amazônia,4.7
2.94896,-60.18325,BONFIM,RORAIMA,1400159,14,8.0,0.0,0.38,Amazônia,1.2
2.61217,-60.08633,BONFIM,RORAIMA,1400159,14,8.0,0.37,0.65,Amazônia,0.9
2.60948,-60.08725,BONFIM,RORAIMA,1400159,14,8.0,0.37,0.65,Amazônia,2.1
2.60544,-60.08732,BONFIM,RORAIMA,1400159,14,8.0,0.38,0.65,Amazônia,0.9
3.14873,-60.47887,BOA VISTA,RORAIMA,1400100,14,11.0,0.0,0.92,Amazônia,3.3
3.05808,-60.14554,BONFIM,RORAIMA,1400159,14,13.0,0.0,0.76,Amazônia,4.4
3.05718,-60.13936,BONFIM,RORAIMA,1400159,14,13.0,0.0,0.76,Amazônia,4.4
4.93932,-60.35953,UIRAMUTÃ,RORAIMA,1400704,14,8.0,0.0,0.57,Amazônia,2.4
-7.62796,-49.7575,FLORESTA DO ARAGUAIA,PARÁ,1503044,15,0.0,42.93,0.0,Amazônia,1.3
-9.55228,-50.79853,SANTANA DO ARAGUAIA,PARÁ,1506708,15,0.0,17.01,0.0,Amazônia,0.5
-8.39346,-49.61988,CONCEIÇÃO DO ARAGUAIA,PARÁ,1502707,15,0.0,40.44,0.0,Amazônia,1.0
-12.49021,-47.77193,PARANÃ,TOCANTINS,1716208,17,1.0,0.0,0.05,Cerrado,1.9
-10.39051,-51.89771,CONFRESA,MATO GROSSO,5103353,51,0.0,19.25,0.0,Amazônia,3.8
-10.38772,-51.89348,CONFRESA,MATO GROSSO,5103353,51,0.0,18.95,0.0,Amazônia,2.4
-10.38713,-51.89713,CONFRESA,MATO GROSSO,5103353,51,0.0,18.95,0.0,Amazônia,2.4
-12.1719,-45.7226,LUÍS EDUARDO MAGALHÃES,BAHIA,2919553,29,3.0,0.0,0.02,Cerrado,0.9
-12.38959,-43.45923,MUQUÉM DO SÃO FRANCISCO,BAHIA,2922250,29,2.0,0.0,0.06,Cerrado,2.4
-10.19748,-49.35186,PIUM,TOCANTINS,1717503,17,0.0,9.96,0.0,Cerrado,0.8
-9.4187,-45.33214,GILBUÉS,PIAUÍ,2204402,22,3.0,1.44,0.06,Cerrado,1.1
-12.92522,-45.28131,SÃO DESIDÉRIO,BAHIA,2928901,29,3.0,0.0,0.01,Cerrado,1.3
-14.30034,-49.09574,CAMPINORTE,GOIÁS,5204706,52,0.0,1.86,0.0,Cerrado,1.1
-12.91741,-45.27626,SÃO DESIDÉRIO,BAHIA,2928901,29,3.0,0.0,0.01,Cerrado,1.4
-12.91689,-45.28012,SÃO DESIDÉRIO,BAHIA,2928901,29,3.0,0.0,0.01,Cerrado,1.4
-12.91638,-45.28399,SÃO DESIDÉRIO,BAHIA,2928901,29,3.0,0.0,0.01,Cerrado,1.1
-12.91325,-45.27567,SÃO DESIDÉRIO,BAHIA,2928901,29,3.0,0.0,0.01,Cerrado,1.5
-13.2775,-45.0952,CORRENTINA,BAHIA,2909307,29,3.0,0.0,0.0,Cerrado,1.0
-13.27696,-45.09922,CORRENTINA,BAHIA,2909307,29,3.0,0.0,0.0,Cerrado,0.9
-13.23065,-49.99349,SÃO MIGUEL DO ARAGUAIA,GOIÁS,5220207,52,0.0,3.76,0.0,Cerrado,0.8
-13.04099,-43.7648,SANTANA,BAHIA,2928208,29,6.0,0.0,0.06,Cerrado,1.4
-13.22731,-49.99295,SÃO MIGUEL DO ARAGUAIA,GOIÁS,5220207,52,0.0,3.77,0.0,Cerrado,0.8
-12.92054,-45.28458,SÃO DESIDÉRIO,BAHIA,2928901,29,3.0,0.0,0.01,Cerrado,1.1
-9.42264,-45.33276,GILBUÉS,PIAUÍ,2204402,22,3.0,1.35,0.07,Cerrado,1.1
-12.1679,-45.72204,LUÍS EDUARDO MAGALHÃES,BAHIA,2919553,29,3.0,0.0,0.02,Cerrado,0.9
-12.1714,-45.72613,LUÍS EDUARDO MAGALHÃES,BAHIA,2919553,29,3.0,0.0,0.02,Cerrado,0.9
-12.92158,-45.27686,SÃO DESIDÉRIO,BAHIA,2928901,29,3.0,0.0,0.01,Cerrado,1.4
-12.92106,-45.28072,SÃO DESIDÉRIO,BAHIA,2928901,29,3.0,0.0,0.01,Cerrado,1.4
-12.92418,-45.28904,SÃO DESIDÉRIO,BAHIA,2928901,29,3.0,0.0,0.01,Cerrado,0.9
-12.9247,-45.28518,SÃO DESIDÉRIO,BAHIA,2928901,29,3.0,0.0,0.01,Cerrado,0.9
-16.34968,-43.69355,CAPITÃO ENÉAS,MINAS GERAIS,3112703,31,4.0,0.0,0.09,Cerrado,2.2
-15.57009,-47.85709,BRASÍLIA,DISTRITO FEDERAL,5300108,53,2.0,0.0,0.14,Cerrado,0.9
-15.46209,-46.04197,ARINOS,MINAS GERAIS,3104502,31,3.0,0.0,0.0,Cerrado,1.1
-15.07744,-48.94245,BARRO ALTO,GOIÁS,5203203,52,1.0,0.1,0.04,Cerrado,2.1
-15.07686,-48.94651,BARRO ALTO,GOIÁS,5203203,52,1.0,0.1,-999.0,Cerrado,1.6
-14.7728,-46.38246,SÍTIO D'ABADIA,GOIÁS,5220702,52,3.0,0.0,0.04,Cerrado,1.4
-17.33878,-46.56482,PARACATU,MINAS GERAIS,3147006,31,2.0,0.0,0.0,Cerrado,1.8
-17.30611,-46.43304,JOÃO PINHEIRO,MINAS GERAIS,3136306,31,1.0,0.0,0.0,Cerrado,1.5
-17.30561,-46.43686,JOÃO PINHEIRO,MINAS GERAIS,3136306,31,1.0,0.0,0.0,Cerrado,1.9
-28.58747,-49.44371,SIDERÓPOLIS,SANTA CATARINA,4217600,42,0.0,0.0,0.03,Mata Atlântica,1.2
-29.3451,-52.48948,SINIMBU,RIO GRANDE DO SUL,4320677,43,3.0,0.0,0.14,Mata Atlântica,1.6
-28.58957,-49.44556,SIDERÓPOLIS,SANTA CATARINA,4217600,42,0.0,0.0,0.03,Mata Atlântica,1.6
-30.65839,-54.02468,SÃO GABRIEL,RIO GRANDE DO SUL,4318309,43,6.0,0.0,0.55,Pampa,1.3
-30.55412,-51.7754,CERRO GRANDE DO SUL,RIO GRANDE DO SUL,4305173,43,4.0,0.0,0.11,Pampa,0.7
-30.45092,-53.55577,CAÇAPAVA DO SUL,RIO GRANDE DO SUL,4302808,43,5.0,0.0,1.0,Pampa,0.4
-29.33604,-55.98471,ITAQUI,RIO GRANDE DO SUL,4310603,43,5.0,0.0,1.0,Pampa,1.9
-31.43392,-53.4415,PINHEIRO MACHADO,RIO GRANDE DO SUL,4314506,43,10.0,0.0,0.75,Pampa,0.6
-31.22185,-53.65891,BAGÉ,RIO GRANDE DO SUL,4301602,43,4.0,0.0,0.64,Pampa,1.4
-31.21846,-53.65827,BAGÉ,RIO GRANDE DO SUL,4301602,43,4.0,0.0,0.63,Pampa,3.9
-31.21566,-53.65337,BAGÉ,RIO GRANDE DO SUL,4301602,43,4.0,0.0,0.63,Pampa,3.9
-30.66175,-54.02536,SÃO GABRIEL,RIO GRANDE DO SUL,4318309,43,6.0,0.0,0.56,Pampa,1.2
-10.38862,-51.89378,CONFRESA,MATO GROSSO,5103353,51,0.0,19.02,0.0,Amazônia,7.7
-31.21712,-53.64719,BAGÉ,RIO GRANDE DO SUL,4301602,43,4.0,0.0,0.78,Pampa,4.7
-31.21561,-53.65778,BAGÉ,RIO GRANDE DO SUL,4301602,43,4.0,0.0,0.62,Pampa,6.3
2.9576,-60.17972,BONFIM,RORAIMA,1400159,14,8.0,0.0,0.65,Amazônia,1.9
3.04924,-60.14021,BONFIM,RORAIMA,1400159,14,13.0,0.0,0.75,Amazônia,1.1
2.60754,-60.08605,BONFIM,RORAIMA,1400159,14,8.0,0.36,0.65,Amazônia,0.7
2.607,-60.0826,BONFIM,RORAIMA,1400159,14,8.0,0.33,0.66,Amazônia,0.7
2.10745,-60.23845,BONFIM,RORAIMA,1400159,14,5.0,0.89,0.13,Amazônia,2.1
2.10413,-60.23897,BONFIM,RORAIMA,1400159,14,4.0,0.89,0.13,Amazônia,2.1
4.93456,-60.35701,UIRAMUTÃ,RORAIMA,1400704,14,8.0,0.0,0.57,Amazônia,0.7
2.95706,-60.17627,BONFIM,RORAIMA,1400159,14,8.0,0.0,0.65,Amazônia,1.9
2.95097,-60.18076,BONFIM,RORAIMA,1400159,14,8.0,0.0,0.47,Amazônia,2.7
3.04592,-60.14073,BONFIM,RORAIMA,1400159,14,13.0,0.0,0.75,Amazônia,6.7
3.04979,-60.14366,BONFIM,RORAIMA,1400159,14,13.0,0.0,0.76,Amazônia,1.1
3.16002,-60.3493,BONFIM,RORAIMA,1400159,14,12.0,0.0,0.92,Amazônia,1.2
3.1491,-60.47158,BOA VISTA,RORAIMA,1400100,14,11.0,0.0,0.92,Amazônia,1.4
2.819,-61.67902,MUCAJAÍ,RORAIMA,1400308,14,12.0,0.0,0.64,Amazônia,0.6
2.10467,-60.24241,BONFIM,RORAIMA,1400159,14,5.0,0.93,0.13,Amazônia,2.1
2.10691,-60.23501,BONFIM,RORAIMA,1400159,14,5.0,0.85,0.13,Amazônia,0.8
4.94232,-60.36292,UIRAMUTÃ,RORAIMA,1400704,14,8.0,0.0,0.56,Amazônia,0.8
4.11094,-60.027,NORMANDIA,RORAIMA,1400407,14,10.0,0.0,0.87,Amazônia,0.8
4.93789,-60.35643,UIRAMUTÃ,RORAIMA,1400704,14,8.0,0.0,0.57,Amazônia,0.6
4.1049,-60.01024,NORMANDIA,RORAIMA,1400407,14,10.0,0.0,0.86,Amazônia,0.8
3.05093,-60.12936,BONFIM,RORAIMA,1400159,14,12.0,0.0,0.75,Amazônia,0.7
2.98552,-60.48687,BONFIM,RORAIMA,1400159,14,9.0,0.0,0.79,Amazônia,1.2
2.94765,-60.18127,BONFIM,RORAIMA,1400159,14,8.0,0.0,0.32,Amazônia,2.7
3.33736,-61.21935,ALTO ALEGRE,RORAIMA,1400050,14,11.0,0.0,0.5,Amazônia,0.5
3.0487,-60.13676,BONFIM,RORAIMA,1400159,14,13.0,0.0,0.75,Amazônia,0.9
3.0531,-60.14315,BONFIM,RORAIMA,1400159,14,13.0,0.0,0.76,Amazônia,1.1
2.98219,-60.48738,BONFIM,RORAIMA,1400159,14,9.0,0.0,0.68,Amazônia,1.2
3.05425,-60.12884,BONFIM,RORAIMA,1400159,14,12.0,0.0,0.75,Amazônia,0.7
3.04816,-60.13332,BONFIM,RORAIMA,1400159,14,12.0,0.0,0.75,Amazônia,0.9
3.14855,-60.46812,BOA VISTA,RORAIMA,1400100,14,11.0,0.0,0.91,Amazônia,1.0
3.04538,-60.13728,BONFIM,RORAIMA,1400159,14,13.0,0.0,0.75,Amazônia,1.8
3.05147,-60.1328,BONFIM,RORAIMA,1400159,14,13.0,0.0,0.75,Amazônia,0.9
2.95428,-60.18024,BONFIM,RORAIMA,1400159,14,8.0,0.0,0.62,Amazônia,1.9
2.95374,-60.17679,BONFIM,RORAIMA,1400159,14,8.0,0.0,0.59,Amazônia,1.9
3.50653,-61.36634,AMAJARI,RORAIMA,1400027,14,13.0,0.0,0.55,Amazônia,1.1
2.95042,-60.17731,BONFIM,RORAIMA,1400159,14,8.0,0.0,0.44,Amazônia,2.7
3.04761,-60.12987,BONFIM,RORAIMA,1400159,14,12.0,0.0,0.75,Amazônia,0.7
2.95151,-60.1842,BONFIM,RORAIMA,1400159,14,8.0,0.0,0.49,Amazônia,1.2
-10.38769,-51.89999,CONFRESA,MATO GROSSO,5103353,51,0.0,19.05,0.0,Amazônia,1.1
-10.38826,-51.89534,CONFRESA,MATO GROSSO,5103353,51,0.0,19.02,0.0,Amazônia,1.1
-31.21837,-53.65956,BAGÉ,RIO GRANDE DO SUL,4301602,43,4.0,0.0,0.62,Pampa,2.7
-31.22348,-53.65818,BAGÉ,RIO GRANDE DO SUL,4301602,43,4.0,0.0,0.67,Pampa,1.1
-31.21671,-53.65816,BAGÉ,RIO GRANDE DO SUL,4301602,43,4.0,0.0,0.62,Pampa,1.1
-5.24071,-35.76554,SÃO MIGUEL DO GOSTOSO,RIO GRANDE DO NORTE,2412559,24,12.0,0.0,1.0,Caatinga,12.7
4.12028,-60.65259,PACARAIMA,RORAIMA,1400456,14,14.0,0.0,0.68,Amazônia,20.5
2.9033,-61.21224,ALTO ALEGRE,RORAIMA,1400050,14,12.0,0.5,0.18,Amazônia,21.6
-15.1142,-52.00836,ARAGUAIANA,MATO GROSSO,5101001,51,1.0,0.0,0.0,Cerrado,30.1
-10.67968,-52.04856,PORTO ALEGRE DO NORTE,MATO GROSSO,5106778,51,0.0,17.67,0.0,Amazônia,14.3
-11.16272,-52.22486,SÃO FÉLIX DO ARAGUAIA,MATO GROSSO,5107859,51,0.0,19.1,0.0,Amazônia,15.6
-11.20257,-52.80678,SÃO FÉLIX DO ARAGUAIA,MATO GROSSO,5107859,51,0.0,20.16,0.0,Amazônia,11.5
-12.76147,-58.5867,SAPEZAL,MATO GROSSO,5107875,51,0.0,0.54,0.0,Cerrado,7.0
-10.75396,-52.37627,SÃO JOSÉ DO XINGU,MATO GROSSO,5107354,51,0.0,15.87,0.0,Amazônia,16.7
-10.67343,-52.04129,PORTO ALEGRE DO NORTE,MATO GROSSO,5106778,51,0.0,17.58,0.0,Amazônia,19.7
-12.78193,-52.62387,CANARANA,MATO GROSSO,5102702,51,0.0,0.04,0.0,Amazônia,14.8
-12.82115,-56.90648,NOVA MARINGÁ,MATO GROSSO,5108907,51,0.0,5.65,0.0,Amazônia,6.2
-12.8493,-52.18595,QUERÊNCIA,MATO GROSSO,5107065,51,0.0,3.81,0.0,Amazônia,11.9
-12.14089,-52.63029,QUERÊNCIA,MATO GROSSO,5107065,51,0.0,0.1,0.0,Amazônia,9.2
-12.93575,-52.57267,CANARANA,MATO GROSSO,5102702,51,0.0,0.2,0.0,Amazônia,11.8
