lat,lon,municipio,estado,municipio_id,estado_id,numero_dias_sem_chuva,precipitacao,risco_fogo,bioma,frp
-10.39671,-44.86264,CORRENTE,PIAUÍ,2202901,22,,,,Cerrado,1.3
-10.40003,-44.86316,CORRENTE,PIAUÍ,2202901,22,,,,Cerrado,1.3
-10.57934,-44.60522,PARNAGUÁ,PIAUÍ,2207603,22,,,,Cerrado,1.1
-11.41999,-45.09346,RIACHÃO DAS NEVES,BAHIA,2926202,29,,,,Cerrado,3.5
-11.42331,-45.09399,RIACHÃO DAS NEVES,BAHIA,2926202,29,,,,Cerrado,3.5
-11.42385,-45.09046,RIACHÃO DAS NEVES,BAHIA,2926202,29,,,,Cerrado,3.5
-22.53824,-48.81368,MACATUBA,SÃO PAULO,3528007,35,,,,Cerrado,2.1
-23.27523,-45.75003,JAMBEIRO,SÃO PAULO,3524907,35,,,,Mata Atlântica,0.5
-24.6982,-51.51685,BOA VENTURA DE SÃO ROQUE,PARANÁ,4103040,41,,,,Mata Atlântica,0.8
-23.98582,-48.91715,ITAPEVA,SÃO PAULO,3522406,35,,,,Cerrado,0.5
-20.98895,-55.22159,DOIS IRMÃOS DO BURITI,MATO GROSSO DO SUL,5003488,50,,,,Cerrado,0.5
-16.67883,-43.88566,MONTES CLAROS,MINAS GERAIS,3143302,31,,,,Cerrado,1.8
-23.98251,-48.91653,ITAPEVA,SÃO PAULO,3522406,35,,,,Cerrado,0.5
-23.70366,-46.47823,MAUÁ,SÃO PAULO,3529401,35,,,,Mata Atlântica,0.4
-23.63115,-46.42526,SÃO PAULO,SÃO PAULO,3550308,35,,,,Mata Atlântica,0.7
-23.5694,-54.78735,TACURU,MATO GROSSO DO SUL,5007950,50,,,,Mata Atlântica,0.9
-23.4065,-46.55641,GUARULHOS,SÃO PAULO,3518800,35,,,,Mata Atlântica,2.2
-12.30578,-52.6841,QUERÊNCIA,MATO GROSSO,5107065,51,,,,Amazônia,0.2
-12.30497,-52.68864,QUERÊNCIA,MATO GROSSO,5107065,51,,,,Amazônia,0.3
-16.34854,-43.69505,CAPITÃO ENÉAS,MINAS GERAIS,3112703,31,,,,Cerrado,1.1
-23.3371,-46.77065,CAIEIRAS,SÃO PAULO,3509007,35,,,,Mata Atlântica,1.4
-15.99676,-48.33868,SANTO ANTÔNIO DO DESCOBERTO,GOIÁS,5219753,52,,,,Cerrado,0.3
-14.11773,-41.67828,BRUMADO,BAHIA,2904605,29,,,,Caatinga,1.0
-13.55576,-45.68126,CORRENTINA,BAHIA,2909307,29,,,,Cerrado,0.7
-20.98443,-55.22084,DOIS IRMÃOS DO BURITI,MATO GROSSO DO SUL,5003488,50,,,,Cerrado,1.0
-13.33879,-44.11426,SANTA MARIA DA VITÓRIA,BAHIA,2928109,29,,,,Cerrado,1.4
-13.26277,-45.55756,CORRENTINA,BAHIA,2909307,29,,,,Cerrado,1.5
-23.33652,-46.77465,CAIEIRAS,SÃO PAULO,3509007,35,,,,Mata Atlântica,1.1
-23.31537,-53.36169,DOURADINA,PARANÁ,4107256,41,,,,Mata Atlântica,1.4
-23.31437,-53.36698,DOURADINA,PARANÁ,4107256,41,,,,Mata Atlântica,1.1
-22.85731,-42.98135,SÃO GONÇALO,RIO DE JANEIRO,3304904,33,,,,Mata Atlântica,0.7
-22.68369,-49.82035,SÃO PEDRO DO TURVO,SÃO PAULO,3550506,35,,,,Cerrado,0.7
-22.68305,-49.82418,SÃO PEDRO DO TURVO,SÃO PAULO,3550506,35,,,,Cerrado,0.7
-31.53877,-53.72948,CANDIOTA,RIO GRANDE DO SUL,4304358,43,,,,Pampa,0.8
-29.50018,-54.76435,JAGUARI,RIO GRANDE DO SUL,4311106,43,,,,Pampa,5.0
-29.49959,-54.76735,JAGUARI,RIO GRANDE DO SUL,4311106,43,,,,Pampa,3.4
-29.49684,-54.76115,JAGUARI,RIO GRANDE DO SUL,4311106,43,,,,Pampa,3.4
-29.49645,-54.76337,JAGUARI,RIO GRANDE DO SUL,4311106,43,,,,Pampa,5.0
-29.49585,-54.76638,JAGUARI,RIO GRANDE DO SUL,4311106,43,,,,Pampa,3.4
-28.46692,-50.11694,SÃO JOAQUIM,SANTA CATARINA,4216503,42,,,,Mata Atlântica,1.9
-28.4663,-50.12086,SÃO JOAQUIM,SANTA CATARINA,4216503,42,,,,Mata Atlântica,1.9
-28.44241,-51.81602,DAVID CANABARRO,RIO GRANDE DO SUL,4306304,43,,,,Mata Atlântica,0.5
-27.35967,-51.68794,OURO,SANTA CATARINA,4211801,42,,,,Mata Atlântica,0.6
-27.00683,-51.87677,IRANI,SANTA CATARINA,4207809,42,,,,Mata Atlântica,1.5
-25.36541,-52.82406,ESPIGÃO ALTO DO IGUAÇU,PARANÁ,4107546,41,,,,Mata Atlântica,1.7
-21.19482,-44.93827,IJACI,MINAS GERAIS,3130408,31,,,,Mata Atlântica,1.3
-21.19316,-44.93609,IJACI,MINAS GERAIS,3130408,31,,,,Mata Atlântica,1.6
-21.18141,-44.27253,SÃO JOÃO DEL REI,MINAS GERAIS,3162500,31,,,,Mata Atlântica,0.6
-31.10093,-53.69209,BAGÉ,RIO GRANDE DO SUL,4301602,43,,,,Pampa,1.8
-31.53529,-53.72863,CANDIOTA,RIO GRANDE DO SUL,4304358,43,,,,Pampa,0.3
-29.90331,-51.12654,CANOAS,RIO GRANDE DO SUL,4304606,43,,,,Pampa,0.7
-31.68366,-52.30379,PELOTAS,RIO GRANDE DO SUL,4314407,43,,,,Pampa,0.9
-31.80897,-52.3995,CAPÃO DO LEÃO,RIO GRANDE DO SUL,4304663,43,,,,Pampa,1.8
-31.81232,-52.40028,CAPÃO DO LEÃO,RIO GRANDE DO SUL,4304663,43,,,,Pampa,1.8
-31.82362,-52.41594,CAPÃO DO LEÃO,RIO GRANDE DO SUL,4304663,43,,,,Pampa,0.5
-30.62783,-52.3295,DOM FELICIANO,RIO GRANDE DO SUL,4306502,43,,,,Pampa,0.9
-30.15774,-51.21112,PORTO ALEGRE,RIO GRANDE DO SUL,4314902,43,,,,Pampa,0.9
-30.09362,-51.21041,PORTO ALEGRE,RIO GRANDE DO SUL,4314902,43,,,,Pampa,6.8
-30.09029,-51.20972,PORTO ALEGRE,RIO GRANDE DO SUL,4314902,43,,,,Pampa,2.8
-30.91985,-52.22441,CRISTAL,RIO GRANDE DO SUL,4306056,43,,,,Pampa,1.2
-30.92056,-52.22022,CRISTAL,RIO GRANDE DO SUL,4306056,43,,,,Pampa,1.2
-29.90663,-51.12725,CANOAS,RIO GRANDE DO SUL,4304606,43,,,,Pampa,0.7
-7.30712,-55.3106,NOVO PROGRESSO,PARÁ,1505031,15,,,,Amazônia,1.2
-17.61957,-57.1862,POCONÉ,MATO GROSSO,5106505,51,,,,Pantanal,0.7
-12.10102,-63.71355,SÃO FRANCISCO DO GUAPORÉ,RONDÔNIA,1101492,11,,,,Amazônia,0.7
-17.61132,-57.16795,POCONÉ,MATO GROSSO,5106505,51,,,,Pantanal,0.9
-11.99341,-63.9958,COSTA MARQUES,RONDÔNIA,1100080,11,,,,Amazônia,0.9
-12.30664,-52.68524,QUERÊNCIA,MATO GROSSO,5107065,51,,,,Amazônia,1.7
-18.25459,-52.17033,SERRANÓPOLIS,GOIÁS,5220504,52,,,,Cerrado,1.4
-17.53129,-57.66983,CÁCERES,MATO GROSSO,5102504,51,,,,Pantanal,1.2
-12.03366,-64.11898,COSTA MARQUES,RONDÔNIA,1100080,11,,,,Amazônia,1.1
-12.04312,-63.96986,SÃO FRANCISCO DO GUAPORÉ,RONDÔNIA,1101492,11,,,,Amazônia,2.1
-12.02952,-64.11822,COSTA MARQUES,RONDÔNIA,1100080,11,,,,Amazônia,1.1
-12.10039,-63.71715,SÃO FRANCISCO DO GUAPORÉ,RONDÔNIA,1101492,11,,,,Amazônia,1.7
-19.11373,-57.76778,CORUMBÁ,MATO GROSSO DO SUL,5003207,50,,,,Pantanal,1.2
-20.14095,-56.65089,MIRANDA,MATO GROSSO DO SUL,5005608,50,,,,Pantanal,2.2
-30.09435,-51.20907,PORTO ALEGRE,RIO GRANDE DO SUL,4314902,43,,,,Pampa,1.5
-29.49899,-54.76427,JAGUARI,RIO GRANDE DO SUL,4311106,43,,,,Pampa,6.2
-29.49984,-54.76525,JAGUARI,RIO GRANDE DO SUL,4311106,43,,,,Pampa,6.6
-30.08852,-51.20774,PORTO ALEGRE,RIO GRANDE DO SUL,4314902,43,,,,Pampa,1.5
-28.46698,-50.11986,SÃO JOAQUIM,SANTA CATARINA,4216503,42,,,,Mata Atlântica,1.7
-30.09162,-51.21142,PORTO ALEGRE,RIO GRANDE DO SUL,4314902,43,,,,Pampa,1.4
-30.09189,-51.20714,PORTO ALEGRE,RIO GRANDE DO SUL,4314902,43,,,,Pampa,1.4
-9.28636,-54.96898,NOVO PROGRESSO,PARÁ,1505031,15,,,,Amazônia,9.7
-10.17242,-54.92791,MATUPÁ,MATO GROSSO,5105606,51,,,,Amazônia,7.5
-9.62409,-54.97637,NOVO MUNDO,MATO GROSSO,5106265,51,,,,Amazônia,5.4
-10.16835,-54.93173,MATUPÁ,MATO GROSSO,5105606,51,,,,Amazônia,8.7
-10.11799,-52.71618,SANTA CRUZ DO XINGU,MATO GROSSO,5107743,51,,,,Amazônia,14.1
-10.30034,-52.19189,SÃO JOSÉ DO XINGU,MATO GROSSO,5107354,51,,,,Amazônia,15.2
-12.50312,-55.19269,VERA,MATO GROSSO,5108501,51,,,,Amazônia,6.1
-17.62945,-57.29229,POCONÉ,MATO GROSSO,5106505,51,,,,Pantanal,12.0
-17.60362,-57.13288,POCONÉ,MATO GROSSO,5106505,51,,,,Pantanal,18.2
-17.29333,-53.84491,ITIQUIRA,MATO GROSSO,5104609,51,,,,Cerrado,17.1
-15.00811,-57.80736,SALTO DO CÉU,MATO GROSSO,5107750,51,,,,Amazônia,8.0
-16.80436,-54.02339,PEDRA PRETA,MATO GROSSO,5106372,51,,,,Cerrado,16.2
-15.17939,-57.51058,BARRA DO BUGRES,MATO GROSSO,5101704,51,,,,Amazônia,11.5
-16.62411,-55.01921,SANTO ANTÔNIO DO LEVERGER,MATO GROSSO,5107800,51,,,,Cerrado,11.0
-17.35979,-54.43412,ITIQUIRA,MATO GROSSO,5104609,51,,,,Cerrado,12.5
-17.61187,-53.40315,ALTO ARAGUAIA,MATO GROSSO,5100300,51,,,,Cerrado,20.4
-11.57016,-52.55601,SÃO FÉLIX DO ARAGUAIA,MATO GROSSO,5107859,51,,,,Amazônia,13.7
-14.81633,-54.19289,PRIMAVERA DO LESTE,MATO GROSSO,5107040,51,,,,Cerrado,10.1
-11.65329,-52.78763,QUERÊNCIA,MATO GROSSO,5107065,51,,,,Amazônia,14.5
-14.7983,-56.94527,DENISE,MATO GROSSO,5103452,51,,,,Amazônia,7.6
-15.58038,-51.20795,SANTA FÉ DE GOIÁS,GOIÁS,5219258,52,,,,Cerrado,26.0
-15.77265,-57.54733,CÁCERES,MATO GROSSO,5102504,51,,,,Amazônia,7.4
-11.97937,-55.72535,SORRISO,MATO GROSSO,5107925,51,,,,Amazônia,10.1
-11.97794,-55.73552,SORRISO,MATO GROSSO,5107925,51,,,,Amazônia,11.0
-15.09092,-51.58938,ARAGUAIANA,MATO GROSSO,5101001,51,,,,Cerrado,25.9
-11.01053,-55.73319,ITAÚBA,MATO GROSSO,5104559,51,,,,Amazônia,5.9
-13.20857,-57.38172,NOVA MARINGÁ,MATO GROSSO,5108907,51,,,,Amazônia,6.9
-14.82941,-57.18266,BARRA DO BUGRES,MATO GROSSO,5101704,51,,,,Amazônia,9.4
-13.3903,-56.41616,NOVA MUTUM,MATO GROSSO,5106224,51,,,,Cerrado,7.0
-14.97207,-57.54479,BARRA DO BUGRES,MATO GROSSO,5101704,51,,,,Amazônia,8.6
-14.94018,-57.37968,BARRA DO BUGRES,MATO GROSSO,5101704,51,,,,Amazônia,7.8
-15.87458,-52.02013,BARRA DO GARÇAS,MATO GROSSO,5101803,51,,,,Cerrado,22.1
-14.93884,-57.38916,BARRA DO BUGRES,MATO GROSSO,5101704,51,,,,Amazônia,7.9
-15.53712,-51.46256,JUSSARA,GOIÁS,5212204,52,,,,Cerrado,18.5
-17.86771,-52.56216,MINEIROS,GOIÁS,5213103,52,,,,Cerrado,28.6
-15.74443,-51.79824,MONTES CLAROS DE GOIÁS,GOIÁS,5213707,52,,,,Cerrado,21.4
-12.4178,-51.75671,BOM JESUS DO ARAGUAIA,MATO GROSSO,5101852,51,,,,Amazônia,18.2
-17.26517,-54.93296,ITIQUIRA,MATO GROSSO,5104609,51,,,,Cerrado,13.3
-13.14457,-52.64875,CANARANA,MATO GROSSO,5102702,51,,,,Amazônia,16.5
-15.47967,-57.99023,MIRASSOL D'OESTE,MATO GROSSO,5105622,51,,,,Amazônia,3.4
-16.22357,-54.73555,RONDONÓPOLIS,MATO GROSSO,5107602,51,,,,Cerrado,12.9
-15.35402,-57.31874,BARRA DO BUGRES,MATO GROSSO,5101704,51,,,,Amazônia,7.7
-15.76359,-57.546,CÁCERES,MATO GROSSO,5102504,51,,,,Amazônia,7.7
-12.92384,-52.10341,RIBEIRÃO CASCALHEIRA,MATO GROSSO,5107180,51,,,,Amazônia,17.8
-15.55779,-54.29605,PRIMAVERA DO LESTE,MATO GROSSO,5107040,51,,,,Cerrado,15.0
-12.55137,-51.93223,RIBEIRÃO CASCALHEIRA,MATO GROSSO,5107180,51,,,,Amazônia,20.8
-15.65595,-57.98141,MIRASSOL D'OESTE,MATO GROSSO,5105622,51,,,,Amazônia,10.1
-19.3711,-52.11848,INOCÊNCIA,MATO GROSSO DO SUL,5004403,50,,,,Cerrado,25.7
-22.57203,-51.49772,NARANDIBA,SÃO PAULO,3532207,35,,,,Mata Atlântica,33.6
-23.42245,-51.90955,MARINGÁ,PARANÁ,4115200,41,,,,Mata Atlântica,26.9
-21.3139,-51.43051,JUNQUEIRÓPOLIS,SÃO PAULO,3526001,35,,,,Mata Atlântica,32.3
-22.74759,-53.79239,JATEÍ,MATO GROSSO DO SUL,5005103,50,,,,Mata Atlântica,23.6
-22.01126,-53.90236,ANGÉLICA,MATO GROSSO DO SUL,5000856,50,,,,Mata Atlântica,22.8
-22.11457,-53.7827,ANGÉLICA,MATO GROSSO DO SUL,5000856,50,,,,Mata Atlântica,20.7
-21.27684,-53.70176,CAMPO GRANDE,MATO GROSSO DO SUL,5002704,50,,,,Cerrado,22.4
-21.36201,-54.13861,CAMPO GRANDE,MATO GROSSO DO SUL,5002704,50,,,,Cerrado,17.3
-21.42409,-53.55307,RIBAS DO RIO PARDO,MATO GROSSO DO SUL,5007109,50,,,,Cerrado,21.2
-21.74307,-53.82658,NOVA ALVORADA DO SUL,MATO GROSSO DO SUL,5006002,50,,,,Cerrado,20.3
-20.46388,-53.91454,RIBAS DO RIO PARDO,MATO GROSSO DO SUL,5007109,50,,,,Cerrado,20.7
-21.7723,-54.65887,RIO BRILHANTE,MATO GROSSO DO SUL,5007208,50,,,,Cerrado,17.6
-20.55065,-53.79527,RIBAS DO RIO PARDO,MATO GROSSO DO SUL,5007109,50,,,,Cerrado,15.0
-20.55274,-53.7768,RIBAS DO RIO PARDO,MATO GROSSO DO SUL,5007109,50,,,,Cerrado,19.3
-20.56901,-52.91161,RIBAS DO RIO PARDO,MATO GROSSO DO SUL,5007109,50,,,,Cerrado,23.7
-21.65039,-55.63055,MARACAJU,MATO GROSSO DO SUL,5005400,50,,,,Cerrado,11.6
-19.40839,-55.05937,RIO NEGRO,MATO GROSSO DO SUL,5007307,50,,,,Cerrado,16.2
-20.57104,-52.906,RIBAS DO RIO PARDO,MATO GROSSO DO SUL,5007109,50,,,,Cerrado,25.0
-19.12828,-52.55809,CHAPADÃO DO SUL,MATO GROSSO DO SUL,5002951,50,,,,Cerrado,24.1
-22.75565,-54.43666,JUTI,MATO GROSSO DO SUL,5005152,50,,,,Mata Atlântica,15.5
-21.89492,-54.99435,ITAPORÃ,MATO GROSSO DO SUL,5004502,50,,,,Mata Atlântica,15.1
-22.79604,-54.22367,NAVIRAÍ,MATO GROSSO DO SUL,5005707,50,,,,Mata Atlântica,19.5
-24.1882,-53.02394,GOIOERÊ,PARANÁ,4108601,41,,,,Mata Atlântica,18.6
-22.82802,-54.03429,NAVIRAÍ,MATO GROSSO DO SUL,5005707,50,,,,Mata Atlântica,19.5
-23.75435,-54.1049,ELDORADO,MATO GROSSO DO SUL,5003751,50,,,,Mata Atlântica,23.7
-22.90249,-54.64639,JUTI,MATO GROSSO DO SUL,5005152,50,,,,Mata Atlântica,22.6
-21.30817,-52.6373,SANTA RITA DO PARDO,MATO GROSSO DO SUL,5007554,50,,,,Cerrado,28.9
-22.54011,-53.29076,BATAYPORÃ,MATO GROSSO DO SUL,5002001,50,,,,Mata Atlântica,22.9
-21.62533,-55.15411,MARACAJU,MATO GROSSO DO SUL,5005400,50,,,,Cerrado,12.4
-21.39764,-52.69366,SANTA RITA DO PARDO,MATO GROSSO DO SUL,5007554,50,,,,Cerrado,28.2
-19.59211,-52.59462,ÁGUA CLARA,MATO GROSSO DO SUL,5000203,50,,,,Cerrado,19.4
-18.9526,-54.48878,RIO VERDE DE MATO GROSSO,MATO GROSSO DO SUL,5007406,50,,,,Cerrado,10.0
-19.78023,-52.63551,ÁGUA CLARA,MATO GROSSO DO SUL,5000203,50,,,,Cerrado,34.4
-19.79341,-52.63686,ÁGUA CLARA,MATO GROSSO DO SUL,5000203,50,,,,Cerrado,28.8
-19.8555,-52.55516,TRÊS LAGOAS,MATO GROSSO DO SUL,5008305,50,,,,Cerrado,23.7
-20.55332,-51.95372,TRÊS LAGOAS,MATO GROSSO DO SUL,5008305,50,,,,Cerrado,36.8
-21.74701,-54.49458,RIO BRILHANTE,MATO GROSSO DO SUL,5007208,50,,,,Mata Atlântica,18.0
-21.77685,-54.39979,RIO BRILHANTE,MATO GROSSO DO SUL,5007208,50,,,,Mata Atlântica,16.9
-7.11598,-35.12694,CRUZ DO ESPÍRITO SANTO,PARAÍBA,2504900,25,,,,Mata Atlântica,5.7
-6.32669,-35.74062,SÃO JOSÉ DO CAMPESTRE,RIO GRANDE DO NORTE,2412302,24,,,,Caatinga,6.5
-19.9232,-52.1812,INOCÊNCIA,MATO GROSSO DO SUL,5004403,50,,,,Cerrado,85.0
-17.5498,-57.4142,POCONÉ,MATO GROSSO,5106505,51,,,,Pantanal,89.1
-29.27823,-49.69341,PASSO DE TORRES,SANTA CATARINA,4212254,42,,,,Pampa,3.7
-11.13185,-43.61047,BARRA,BAHIA,2902708,29,,,,Cerrado,2.7
-11.29068,-43.80733,BARRA,BAHIA,2902708,29,,,,Cerrado,28.8
-11.29434,-43.80295,BARRA,BAHIA,2902708,29,,,,Cerrado,38.9
-11.29486,-43.80676,BARRA,BAHIA,2902708,29,,,,Cerrado,28.8
-11.98349,-44.21149,COTEGIPE,BAHIA,2909406,29,,,,Cerrado,7.0
-12.21948,-45.09161,BARREIRAS,BAHIA,2903201,29,,,,Cerrado,5.4
-10.92615,-45.12814,FORMOSA DO RIO PRETO,BAHIA,2911105,29,,,,Cerrado,18.2
-9.41214,-35.67864,MACEIÓ,ALAGOAS,2704302,27,,,,Mata Atlântica,2.5
-10.92555,-45.12357,FORMOSA DO RIO PRETO,BAHIA,2911105,29,,,,Cerrado,18.2
-17.19524,-42.85722,TURMALINA,MINAS GERAIS,3169703,31,,,,Cerrado,5.5
-13.26896,-45.56674,CORRENTINA,BAHIA,2909307,29,,,,Cerrado,11.1
-17.53297,-43.54202,OLHOS-D'ÁGUA,MINAS GERAIS,3145455,31,,,,Cerrado,5.7
-10.92103,-45.1243,FORMOSA DO RIO PRETO,BAHIA,2911105,29,,,,Cerrado,18.2
-10.92163,-45.12889,FORMOSA DO RIO PRETO,BAHIA,2911105,29,,,,Cerrado,18.2
-10.34578,-39.22776,MONTE SANTO,BAHIA,2921500,29,,,,Caatinga,2.3
-22.82528,-47.19593,SUMARÉ,SÃO PAULO,3552403,35,,,,Mata Atlântica,3.2
-13.90129,-44.26355,CORIBE,BAHIA,2909109,29,,,,Cerrado,14.2
-11.2865,-43.80788,BARRA,BAHIA,2902708,29,,,,Cerrado,13.6
-7.19849,-47.12927,CAROLINA,MARANHÃO,2102804,21,,,,Cerrado,18.5
-3.23775,-49.76523,BAIÃO,PARÁ,1501204,15,,,,Amazônia,3.1
-3.24193,-39.61691,ITAPIPOCA,CEARÁ,2306405,23,,,,Caatinga,2.5
-7.19934,-47.12813,CAROLINA,MARANHÃO,2102804,21,,,,Cerrado,11.7
-3.52415,-38.92625,SÃO GONÇALO DO AMARANTE,CEARÁ,2312403,23,,,,Caatinga,5.4
-5.69279,-37.81376,APODI,RIO GRANDE DO NORTE,2401008,24,,,,Caatinga,8.4
-5.70908,-38.43372,IRACEMA,CEARÁ,2306009,23,,,,Caatinga,3.3
-6.16973,-36.73069,TENENTE LAURENTINO CRUZ,RIO GRANDE DO NORTE,2414159,24,,,,Caatinga,2.8
-7.38715,-37.69334,ÁGUA BRANCA,PARAÍBA,2500106,25,,,,Caatinga,3.7
-7.77769,-37.60095,AFOGADOS DA INGAZEIRA,PERNAMBUCO,2600104,26,,,,Caatinga,5.4
-4.32052,-38.50174,CHOROZINHO,CEARÁ,2303956,23,,,,Caatinga,3.5
-7.22881,-38.31218,SÃO JOSÉ DE CAIANA,PARAÍBA,2514305,25,,,,Caatinga,3.8
-6.40939,-39.49326,JUCÁS,CEARÁ,2307403,23,,,,Caatinga,6.4
-7.49005,-39.19843,MISSÃO VELHA,CEARÁ,2308401,23,,,,Caatinga,7.2
-3.23761,-39.67788,ITAPIPOCA,CEARÁ,2306405,23,,,,Caatinga,4.1
-4.15806,-38.44661,PACAJUS,CEARÁ,2309607,23,,,,Caatinga,5.0
-8.50167,-47.58617,ITACAJÁ,TOCANTINS,1710508,17,,,,Cerrado,7.2
-7.76643,-37.63992,AFOGADOS DA INGAZEIRA,PERNAMBUCO,2600104,26,,,,Caatinga,3.4
-7.48392,-36.79132,SERRA BRANCA,PARAÍBA,2515500,25,,,,Caatinga,3.2
-8.50727,-47.58854,ITACAJÁ,TOCANTINS,1710508,17,,,,Cerrado,7.2
-3.79554,-49.46999,BREU BRANCO,PARÁ,1501782,15,,,,Amazônia,3.4
-7.22073,-39.15932,MISSÃO VELHA,CEARÁ,2308401,23,,,,Caatinga,2.9
-14.93497,-42.83003,ESPINOSA,MINAS GERAIS,3124302,31,,,,Cerrado,4.1
-8.25016,-48.18487,TUPIRATINS,TOCANTINS,1721307,17,,,,Cerrado,1.8
-4.34138,-42.98594,COELHO NETO,MARANHÃO,2103406,21,,,,Cerrado,4.6
-9.9176,-48.2235,LAJEADO,TOCANTINS,1712009,17,,,,Cerrado,4.9
-3.15713,-39.48037,ITAPIPOCA,CEARÁ,2306405,23,,,,Caatinga,3.3
-4.33869,-42.98697,COELHO NETO,MARANHÃO,2103406,21,,,,Cerrado,3.8
-8.2749,-45.38036,BAIXA GRANDE DO RIBEIRO,PIAUÍ,2201150,22,,,,Cerrado,4.4
-2.89876,-42.11449,ÁGUA DOCE DO MARANHÃO,MARANHÃO,2100154,21,,,,Cerrado,25.2
-9.91058,-45.53122,BARREIRAS DO PIAUÍ,PIAUÍ,2201309,22,,,,Cerrado,9.3
-2.9022,-42.11398,ÁGUA DOCE DO MARANHÃO,MARANHÃO,2100154,21,,,,Cerrado,11.3
-8.19722,-35.31667,VITÓRIA DE SANTO ANTÃO,PERNAMBUCO,2616407,26,,,,Mata Atlântica,26.2
-7.43551,-37.48721,SANTA TEREZINHA,PERNAMBUCO,2612802,26,,,,Caatinga,5.3
-7.16938,-36.94453,AREIA DE BARAÚNAS,PARAÍBA,2501153,25,,,,Caatinga,11.7
-8.19351,-35.31729,VITÓRIA DE SANTO ANTÃO,PERNAMBUCO,2616407,26,,,,Mata Atlântica,28.7
-7.86092,-53.22271,ALTAMIRA,PARÁ,1500602,15,,,,Amazônia,0.8
-6.16949,-36.20462,CAMPO REDONDO,RIO GRANDE DO NORTE,2402105,24,,,,Caatinga,3.0
-4.15467,-38.44714,PACAJUS,CEARÁ,2309607,23,,,,Caatinga,5.0
-3.79583,-39.45889,ITAPAJÉ,CEARÁ,2306306,23,,,,Caatinga,4.4
-3.67028,-39.08455,SÃO GONÇALO DO AMARANTE,CEARÁ,2312403,23,,,,Caatinga,6.2
-3.56807,-39.69678,ITAPIPOCA,CEARÁ,2306405,23,,,,Caatinga,2.8
-3.56241,-39.63735,ITAPIPOCA,CEARÁ,2306405,23,,,,Caatinga,2.4
-5.21507,-39.81333,BOA VIAGEM,CEARÁ,2302404,23,,,,Caatinga,3.6
-5.21455,-39.80987,BOA VIAGEM,CEARÁ,2302404,23,,,,Caatinga,7.6
-4.6119,-38.02059,PALHANO,CEARÁ,2310001,23,,,,Caatinga,2.1
-4.46999,-38.86869,CAPISTRANO,CEARÁ,2302909,23,,,,Caatinga,2.9
-6.65578,-39.42294,CARIÚS,CEARÁ,2303303,23,,,,Caatinga,2.3
-6.65245,-39.42345,CARIÚS,CEARÁ,2303303,23,,,,Caatinga,2.7
-4.43555,-49.87496,NOVO REPARTIMENTO,PARÁ,1505064,15,,,,Amazônia,3.7
