lat,lon,municipio,estado,municipio_id,estado_id,numero_dias_sem_chuva,precipitacao,risco_fogo,bioma,frp
-22.78646,-43.75648,SEROPÉDICA,RIO DE JANEIRO,3305554,33,4.0,0.0,-999.0,Mata Atlântica,0.8
-22.28529,-45.88242,POUSO ALEGRE,MINAS GERAIS,3152501,31,3.0,0.0,0.0,Mata Atlântica,0.5
-18.61577,-40.26763,SÃO MATEUS,ESPÍRITO SANTO,3204906,32,7.0,0.1,0.19,Mata Atlântica,1.3
-18.61163,-40.26704,SÃO MATEUS,ESPÍRITO SANTO,3204906,32,7.0,0.1,0.45,Mata Atlântica,1.3
-18.04028,-39.92672,MUCURI,BAHIA,2922003,29,7.0,4.49,-999.0,Mata Atlântica,1.2
-17.15253,-41.42954,CARAÍ,MINAS GERAIS,3113008,31,7.0,0.02,0.2,Mata Atlântica,1.0
-32.19511,-52.22493,RIO GRANDE,RIO GRANDE DO SUL,4315602,43,-999.0,0.1,0.24,Pampa,0.9
-32.19246,-52.21956,RIO GRANDE,RIO GRANDE DO SUL,4315602,43,-999.0,0.1,0.25,Pampa,1.4
-30.50344,-52.28333,DOM FELICIANO,RIO GRANDE DO SUL,4306502,43,1.0,0.62,0.91,Pampa,1.9
-21.19655,-44.93611,IJACI,MINAS GERAIS,3130408,31,4.0,0.0,-999.0,Mata Atlântica,1.3
-25.1921,-49.32573,RIO BRANCO DO SUL,PARANÁ,4122206,41,0.0,0.0,-999.0,Mata Atlântica,1.0
-20.31246,-45.584,ARCOS,MINAS GERAIS,3104205,31,1.0,6.51,-999.0,Cerrado,0.8
-25.56866,-49.36579,ARAUCÁRIA,PARANÁ,4101804,41,3.0,0.0,-999.0,Mata Atlântica,1.1
-19.97071,-44.2159,BETIM,MINAS GERAIS,3106705,31,3.0,3.32,-999.0,Mata Atlântica,0.8
-29.15359,-51.30991,FARROUPILHA,RIO GRANDE DO SUL,4307906,43,4.0,0.0,0.07,Mata Atlântica,0.8
-28.87906,-49.29551,BALNEÁRIO RINCÃO,SANTA CATARINA,4220000,42,7.0,0.0,-999.0,Mata Atlântica,0.5
-27.82743,-50.3038,LAGES,SANTA CATARINA,4209300,42,5.0,0.0,-999.0,Mata Atlântica,0.9
